Customer_ID,Name,Age,City,Product,Quantity,Price,Purchase_Date,Email,Status,Total_Amount
1058,Dana,22,Cagayan de Oro,Phone,5,457.93,45334,user47@gmail.com,Paid,2289.65
1018,Charlie,24,Cagayan de Oro,Headset,10,307.09,45335,user48@gmail.com,Paid,3070.9
1048,Charlie,23,Manila,Laptop,10,347.95,45336,user49@gmail.com,Unknown,3479.5
1099,Charlie,24,Manila,Laptop,5,294.7,45337,user50@gmail.com,Paid,1473.5
1011,Evan,20,Cagayan de Oro,Tablet,5,439.02,45338,user51@gmail.com,Pending,2195.1
1060,Evan,20,Cebu,Phone,1,380.26,45339,user52@gmail.com,Pending,380.26
1018,Bob,24,Cagayan de Oro,Laptop,1,284.57,45340,user53@gmail.com,Pending,284.57
1075,Alice,23,Manila,Laptop,4,440.67,45341,user54@gmail.com,Paid,1762.68
1008,Charlie,24,Cagayan de Oro,Tablet,4,160.38,45342,user55@gmail.com,Paid,641.52
1070,Evan,23,Manila,Tablet,3,120.8,45342,user56@gmail.com,Pending,362.4
1027,Alice,23,Cagayan de Oro,Phone,3,122.18,45343,user57@gmail.com,Pending,366.54
1077,Bob,20,Cagayan de Oro,Headset,4,200.3,45344,user58@gmail.com,Paid,801.2
1094,Bob,23,Manila,Phone,1,157.41,45345,user59@gmail.com,Pending,157.41
1051,Alice,23,Cagayan de Oro,Laptop,2,468.54,45346,user60@gmail.com,Paid,937.08
1082,Alice,23,Cagayan de Oro,Headset,10,97.63,45347,user61@gmail.com,Pending,976.3
1015,Danna,22,Cagayan de Oro,Tablet,1,364.55,45348,user62@gmail.com,Paid,364.55
1068,Alice,23,Manila,Headset,2,135.15,45349,user63@gmail.com,Pending,270.3
1098,Frunk,23,Manila,Headset,5,446.74,45350,user64@gmail.com,Unknown,2233.7
1011,Danna,23,Manila,Phone,10,482.59,45351,user65@gmail.com,Paid,4825.9
1024,Dana,20,Cebu,Headset,10,259.46,45352,user66@gmail.com,Paid,2594.6
1051,Evan,23,Cebu,Laptop,5,445.58,45352,user67@gmail.com,Paid,2227.9
1084,Evan,20,Cagayan de Oro,Laptop,1,52.32,45325,user68@gmail.com,Paid,52.32
1099,Alice,20,Manila,Phone,1,418.98,45354,user69@gmail.com,Pending,418.98
1052,Chalie,20,Cebu,Tablet,10,152.88,45355,user70@gmail.com,Paid,1528.8
1022,Chalie,22,Cagayan de Oro,Laptop,5,458.92,45356,user71@gmail.com,Paid,2294.6
1015,Bob,22,Cebu,Phone,1,50.5,45357,user72@gmail.com,Paid,50.5
1056,Frank,20,Cebu,Laptop,10,300.28,45358,user73@gmail.com,Pending,3002.8
1038,Alice,23,Manila,Headset,50,390.49,45359,user74@gmail.com,Paid,19524.5
1052,Frunk,24,Cebu,Headset,3,166.41,45360,user75@gmail.com,Paid,499.23
1041,Alice,23,Manila,Phone,3,136.91,45361,user76@gmail.com,Paid,410.73
1057,Chalie,23,Manila,Headset,2,87.84,45599,user77@gmail.com,Pending,175.68
1038,Frunk,20,Cebu,Laptop,5,196.9,45362,user78@gmail.com,Paid,984.5
1013,Charlie,23,Cagayan de Oro,Headset,3,301.93,45629,user79@gmail.com,Unknown,905.79
1094,Frank,21,Cagayan de Oro,Tablet,10,102.13,45364,user80@gmail.com,Unknown,1021.3
1004,Evan,23,Manila,Headset,2,219.51,45365,user81@gmail.com,Paid,439.02
1034,Alice,23,Cagayan de Oro,Laptop,3,54.08,45366,user82@gmail.com,Paid,162.24
1086,Dana,22,Cagayan de Oro,Laptop,5,418.41,45367,user83@gmail.com,Unknown,2092.05
1092,Charlie,23,Cebu,Headset,1,107.8,45368,user84@gmail.com,Pending,107.8
1074,Charlie,20,Cagayan de Oro,Phone,1,177.5,45369,user85@gmail.com,Unknown,177.5
1017,Alice,23,Cagayan de Oro,Headset,1,58.29,45370,user86@gmail.com,Unknown,58.29
1075,Frank,23,Cagayan de Oro,Headset,10,244.51,45371,user87@gmail.com,Unknown,2445.1
1008,Bob,20,Cagayan de Oro,Phone,50,428.05,45372,user88@gmail.com,Paid,21402.5
1073,Dana,23,Cagayan de Oro,Headset,1,226.47,45372,user89@gmail.com,Paid,226.47
1057,Chalie,23,Cagayan de Oro,Tablet,5,130.77,45373,user90@gmail.com,Pending,653.85
1016,Frunk,23,Cagayan de Oro,Headset,3,389.16,45374,user91@gmail.com,Paid,1167.48
1006,Alice,22,Manila,Tablet,5,404.96,45375,user92@gmail.com,Paid,2024.8
1045,Chalie,23,Cagayan de Oro,Laptop,5,128.19,45376,user93@gmail.com,Paid,640.95
1012,Alice,20,Cagayan de Oro,Headset,1,396.88,45377,user94@gmail.com,Paid,396.88
1039,Alice,21,Manila,Tablet,50,476.28,45378,user95@gmail.com,Pending,23814
1041,Alice,20,Cagayan de Oro,Phone,5,124.87,45379,user96@gmail.com,Unknown,624.35
1008,Frank,22,Cebu,Phone,10,396.94,45380,user97@gmail.com,Pending,3969.4
1049,Bob,23,Manila,Laptop,10,368.86,45381,user98@gmail.com,Paid,3688.6
1026,Alice,21,Manila,Phone,5,263.11,45382,user99@gmail.com,Paid,1315.55
1065,Bob,22,Cebu,Headset,10,76.06,45382,user100@gmail.com,Pending,760.6
1004,Evan,24,Cebu,Headset,2,83.61,45295,user101@gmail.com,Paid,167.22
1028,Chalie,23,Cebu,Laptop,10,433.59,45384,user102@gmail.com,Unknown,4335.9
1036,Alice,24,Cagayan de Oro,Phone,1,495.57,45385,user103@gmail.com,Paid,495.57
1037,Danna,23,Manila,Headset,10,354.22,45386,user104@gmail.com,Pending,3542.2
1082,Frunk,21,Cagayan de Oro,Headset,1,250.68,45387,user105@gmail.com,Unknown,250.68
1007,Dana,23,Cagayan de Oro,Tablet,1,341.41,45388,user106@gmail.com,Pending,341.41
1064,Evan,23,Cagayan de Oro,Headset,50,317.48,45477,user107@gmail.com,Pending,15874
1085,Bob,22,Manila,Headset,1,222.63,45390,user108@gmail.com,Pending,222.63
1016,Alice,23,Cebu,Tablet,50,79.53,45391,user109@gmail.com,Pending,3976.5
1070,Charlie,20,Manila,Phone,1,419.68,45392,user110@gmail.com,Paid,419.68
1088,Bob,23,Cagayan de Oro,Headset,5,217.33,45569,user111@gmail.com,Paid,1086.65
1044,Evan,20,Cagayan de Oro,Phone,10,418.45,45393,user112@gmail.com,Paid,4184.5
1003,Danna,23,Cagayan de Oro,Phone,1,163.63,45394,user113@gmail.com,Paid,163.63
1035,Alice,20,Cebu,Tablet,50,50.46,45395,user114@gmail.com,Unknown,2523
1069,Evan,20,Cebu,Tablet,5,121.52,45396,user115@gmail.com,Paid,607.6
1030,Alice,21,Cagayan de Oro,Tablet,50,260.84,45397,user116@gmail.com,Paid,13042
1018,Frunk,23,Cagayan de Oro,Tablet,10,474.94,45398,user117@gmail.com,Paid,4749.4
1060,Bob,23,Cagayan de Oro,Headset,3,95.99,45399,user118@gmail.com,Pending,287.97
1053,Danna,23,Cagayan de Oro,Headset,5,434.39,45400,user119@gmail.com,Paid,2171.95
1038,Charlie,24,Cagayan de Oro,Headset,2,287.16,45401,user120@gmail.com,Paid,574.32
1090,Alice,23,Cebu,Laptop,50,421.66,45402,user121@gmail.com,Paid,21083
1073,Chalie,22,Cagayan de Oro,Headset,2,184.27,45402,user122@gmail.com,Paid,368.54
1089,Charlie,20,Manila,Laptop,4,427.98,45403,user123@gmail.com,Pending,1711.92
1018,Alice,23,Cebu,Headset,50,397.77,45404,user124@gmail.com,Paid,19888.5
1038,Frank,24,Manila,Laptop,3,153.52,45405,user125@gmail.com,Paid,460.56
1066,Frank,22,Cebu,Headset,2,109.1,45406,user126@gmail.com,Paid,218.2
1044,Frank,22,Cebu,Tablet,1,440.62,45407,user127@gmail.com,Paid,440.62
1012,Bob,20,Cagayan de Oro,Phone,50,483.46,45408,user128@gmail.com,Paid,24173
1091,Evan,23,Cagayan de Oro,Headset,1,64.09,45409,user129@gmail.com,Unknown,64.09
1057,Dana,21,Cagayan de Oro,Tablet,5,379.07,45410,user130@gmail.com,Paid,1895.35
1019,Dana,23,Cebu,Phone,3,459.29,45411,user131@gmail.com,Paid,1377.87
1091,Frank,21,Cagayan de Oro,Phone,2,435.81,45412,user132@gmail.com,Paid,871.62
1071,Chalie,24,Cagayan de Oro,Tablet,3,484.03,45412,user133@gmail.com,Paid,1452.09
1060,Danna,20,Manila,Phone,5,392.04,45413,user134@gmail.com,Paid,1960.2
1038,Bob,21,Cagayan de Oro,Laptop,5,249.03,45414,user135@gmail.com,Paid,1245.15
1000,Danna,23,Manila,Laptop,1,190.38,45415,user136@gmail.com,Paid,190.38
1002,Bob,21,Manila,Laptop,50,194.33,45416,user137@gmail.com,Unknown,9716.5
1076,Danna,24,Cebu,Headset,50,375.99,45417,user138@gmail.com,Paid,18799.5
1091,Evan,23,Cagayan de Oro,Tablet,50,385.63,45418,user139@gmail.com,Pending,19281.5
1061,Bob,21,Manila,Phone,5,140.16,45419,user140@gmail.com,Unknown,700.8
1062,Bob,23,Cagayan de Oro,Phone,1,440.66,45420,user141@gmail.com,Paid,440.66
1024,Frank,20,Cebu,Laptop,4,371.72,45421,user142@gmail.com,Paid,1486.88
1055,Alice,20,Cagayan de Oro,Headset,10,303.24,45422,user143@gmail.com,Paid,3032.4
1032,Evan,24,Manila,Laptop,10,262.19,45422,user144@gmail.com,Paid,2621.9
1037,Bob,20,Manila,Phone,2,294.45,45423,user145@gmail.com,Paid,588.9
1005,Bob,20,Manila,Headset,1,121.66,45424,user146@gmail.com,Unknown,121.66
1057,Charlie,20,Cagayan de Oro,Headset,1,141.67,45425,user147@gmail.com,Pending,141.67
1043,Charlie,22,Manila,Phone,2,91.02,45426,user148@gmail.com,Paid,182.04
1044,Alice,20,Cagayan de Oro,Phone,50,119.15,45427,user149@gmail.com,Pending,5957.5
1031,Frunk,23,Manila,Tablet,3,254.16,45428,user150@gmail.com,Pending,762.48
1044,Evan,23,Cebu,Tablet,1,288.66,45429,user151@gmail.com,Unknown,288.66
1060,Chalie,20,Cagayan de Oro,Tablet,2,58.04,45430,user152@gmail.com,Paid,116.08
1046,Charlie,22,Cagayan de Oro,Headset,50,408.56,45431,user153@gmail.com,Paid,20428
1020,Chalie,23,Cebu,Tablet,2,182.38,45432,user154@gmail.com,Unknown,364.76
1079,Alice,20,Manila,Laptop,3,460.33,45432,user155@gmail.com,Paid,1380.99
1084,Charlie,20,Cebu,Laptop,50,485.38,45433,user156@gmail.com,Paid,24269
1074,Evan,24,Cagayan de Oro,Tablet,4,133.46,45434,user157@gmail.com,Paid,533.84
1035,Frunk,23,Cebu,Phone,1,257.94,45435,user158@gmail.com,Pending,257.94
1098,Evan,23,Cebu,Phone,5,50.55,45436,user159@gmail.com,Pending,252.75
1018,Alice,23,Manila,Phone,10,319.25,45437,user160@gmail.com,Pending,3192.5
1019,Alice,21,Cebu,Laptop,5,323.29,45438,user161@gmail.com,Paid,1616.45
1056,Evan,23,Cagayan de Oro,Tablet,10,161.39,45439,user162@gmail.com,Pending,1613.9
1017,Frank,24,Manila,Phone,1,301.29,45440,user163@gmail.com,Paid,301.29
1046,Evan,23,Cagayan de Oro,Headset,10,151.49,45441,user164@gmail.com,Paid,1514.9
1048,Evan,22,Cagayan de Oro,Laptop,50,122.37,45442,user165@gmail.com,Paid,6118.5
1013,Evan,20,Cagayan de Oro,Laptop,4,343.18,45442,user166@gmail.com,Unknown,1372.72
1014,Evan,21,Cagayan de Oro,Tablet,5,196.67,45443,user167@gmail.com,Pending,983.35
1030,Chalie,23,Manila,Headset,1,315.62,45444,user168@gmail.com,Paid,315.62
1000,Danna,22,Cagayan de Oro,Phone,1,244.96,45445,user169@gmail.com,Paid,244.96
1053,Frank,22,Cagayan de Oro,Tablet,3,492.96,45446,user170@gmail.com,Paid,1478.88
1002,Alice,20,Cagayan de Oro,Headset,5,117.31,45447,user171@gmail.com,Pending,586.55
1015,Evan,23,Cebu,Headset,2,259.07,45448,user172@gmail.com,Pending,518.14
1086,Bob,23,Cagayan de Oro,Headset,4,356.21,45449,user173@gmail.com,Unknown,1424.84
1056,Alice,23,Cagayan de Oro,Laptop,2,228,45450,user174@gmail.com,Paid,456
1074,Danna,23,Cagayan de Oro,Laptop,5,488.61,45451,user175@gmail.com,Paid,2443.05
1011,Alice,23,Cagayan de Oro,Phone,10,374.85,45452,user176@gmail.com,Paid,3748.5
1073,Bob,24,Manila,Laptop,1,345.64,45452,user177@gmail.com,Unknown,345.64
1095,Bob,23,Cagayan de Oro,Tablet,5,390.68,45453,user178@gmail.com,Paid,1953.4
1015,Danna,22,Cebu,Laptop,10,478.69,45602,user179@gmail.com,Pending,4786.9
1071,Chalie,20,Cagayan de Oro,Headset,1,458.52,45455,user180@gmail.com,Paid,458.52
1075,Evan,24,Cagayan de Oro,Laptop,10,375.93,45456,user181@gmail.com,Paid,3759.3
1023,Frunk,23,Cagayan de Oro,Tablet,5,387.12,45457,user182@gmail.com,Paid,1935.6
1027,Dana,23,Cagayan de Oro,Laptop,4,115.66,45458,user183@gmail.com,Pending,462.64
1007,Danna,23,Cagayan de Oro,Headset,1,96.26,45459,user184@gmail.com,Paid,96.26
1091,Alice,22,Cebu,Laptop,5,306.91,45460,user185@gmail.com,Unknown,1534.55
1035,Evan,24,Cagayan de Oro,Tablet,5,58.27,45461,user186@gmail.com,Pending,291.35
1089,Frank,24,Cagayan de Oro,Tablet,10,267.06,45462,user187@gmail.com,Pending,2670.6
1007,Danna,24,Cagayan de Oro,Phone,50,144.66,45462,user188@gmail.com,Paid,7233
1057,Bob,22,Cagayan de Oro,Tablet,5,205.71,45463,user189@gmail.com,Pending,1028.55
1059,Dana,22,Cagayan de Oro,Phone,5,399.11,45464,user190@gmail.com,Paid,1995.55
1049,Bob,23,Manila,Laptop,2,473.56,45465,user191@gmail.com,Paid,947.12
1027,Dana,21,Cebu,Laptop,10,82.59,45466,user192@gmail.com,Paid,825.9
1091,Frank,23,Cagayan de Oro,Tablet,50,290.41,45467,user193@gmail.com,Paid,14520.5
1040,Frunk,23,Cebu,Tablet,4,447.14,45468,user194@gmail.com,Paid,1788.56
1099,Alice,20,Cagayan de Oro,Laptop,4,87.13,45469,user195@gmail.com,Paid,348.52
1063,Evan,24,Manila,Headset,5,421.03,45470,user196@gmail.com,Pending,2105.15
1026,Chalie,21,Manila,Tablet,4,211.01,45471,user197@gmail.com,Paid,844.04
1062,Bob,20,Cebu,Phone,10,194.94,45472,user198@gmail.com,Unknown,1949.4
1016,Bob,21,Cagayan de Oro,Tablet,5,489.86,45473,user199@gmail.com,Paid,2449.3
